MKB_CODE,RECOMMENDATIONS
Q23.0,Общий анализ крови$Антропометрия с расчетом ИМТ$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$ЭКГ ребенку$Пульсоксиметрия$Коронарография$Измерение АД$Велоэргометрия (ВЭМ)$Антропометрические исследования$Катетеризация аорты
Q23.1,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация педиатра$Щелочная фосфатаза крови$Холестерин общий$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Натрий крови$Мочевина крови$МНО$Креатинкиназа крови$Креатинин крови$Коагулограмма$Билирубин общий$АЧТВ$АСТ крови$АЛТ крови$Измерение АД$$Термометрия$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$УЗИ почек$УЗИ печени$УЗИ артерий конечностей$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Портография$Резекция аневризмы сосудов конечностей$Оксигенотерапия$ЛФК при поражениях ЦНС$Классический общий массаж$Внутривенная инъекция$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Приготовление и смена постельного белья тяжелобольному пациенту$Описание и интерпретация рентгенографических изображений$Измерение частоты дыхания$Термометрия общая$Измерение роста$Измерение частоты сердцебиения$Измерение артериального давления на периферических артериях$Аускультация при патологии сердца и перикарда$Перкуссия при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Исследование пульса$Измерение массы тела$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q23.2,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация педиатра$Щелочная фосфатаза крови$Холестерин общий$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Натрий крови$Мочевина крови$МНО$Креатинкиназа крови$Креатинин крови$Коагулограмма$Билирубин общий$АЧТВ$АСТ крови$АЛТ крови$Измерение АД$$Термометрия$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$УЗИ почек$УЗИ печени$УЗИ артерий конечностей$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Портография$Резекция аневризмы сосудов конечностей$Оксигенотерапия$ЛФК при поражениях ЦНС$Классический общий массаж$Внутривенная инъекция$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Приготовление и смена постельного белья тяжелобольному пациенту$Описание и интерпретация рентгенографических изображений$Измерение частоты дыхания$Термометрия общая$Измерение роста$Измерение частоты сердцебиения$Измерение артериального давления на периферических артериях$Аускультация при патологии сердца и перикарда$Перкуссия при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Исследование пульса$Измерение массы тела$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q23.3,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация педиатра$Щелочная фосфатаза крови$Холестерин общий$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Натрий крови$Мочевина крови$МНО$Креатинкиназа крови$Креатинин крови$Коагулограмма$Билирубин общий$АЧТВ$АСТ крови$АЛТ крови$Измерение АД$$Термометрия$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$УЗИ почек$УЗИ печени$УЗИ артерий конечностей$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Портография$Резекция аневризмы сосудов конечностей$Оксигенотерапия$ЛФК при поражениях ЦНС$Классический общий массаж$Внутривенная инъекция$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Приготовление и смена постельного белья тяжелобольному пациенту$Описание и интерпретация рентгенографических изображений$Измерение частоты дыхания$Термометрия общая$Измерение роста$Измерение частоты сердцебиения$Измерение артериального давления на периферических артериях$Аускультация при патологии сердца и перикарда$Перкуссия при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Исследование пульса$Измерение массы тела$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q23.4,Консультация хирурга$Общий анализ крови$Мочевина крови$Креатинин крови$Гемоглобин$Биохимия крови (оценка функции почек)$Эхокардиография (ЭхоКГ)$Нейросонография через родничок$МРТ сосудов$МРТ сердца$КТ сосудов$КТ сердца
Q24.0,
Q24.2,
Q24.4,
Q24.5,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация педиатра$Щелочная фосфатаза крови$Холестерин общий$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Натрий крови$Мочевина крови$МНО$Креатинкиназа крови$Креатинин крови$Коагулограмма$Билирубин общий$АЧТВ$АСТ крови$АЛТ крови$Измерение АД$$Термометрия$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$УЗИ почек$УЗИ печени$УЗИ артерий конечностей$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Портография$Резекция аневризмы сосудов конечностей$Оксигенотерапия$ЛФК при поражениях ЦНС$Классический общий массаж$Внутривенная инъекция$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Приготовление и смена постельного белья тяжелобольному пациенту$Описание и интерпретация рентгенографических изображений$Измерение частоты дыхания$Термометрия общая$Измерение роста$Измерение частоты сердцебиения$Измерение артериального давления на периферических артериях$Аускультация при патологии сердца и перикарда$Перкуссия при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Исследование пульса$Измерение массы тела$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q24.8,
Q24.9,
Q25.0,Общий анализ крови$Кардиологические профили$Группа крови и резус-фактор$Гемоглобин$Антропометрия с расчетом ИМТ$$УЗИ сердца$Измерение АД$Ангиография$Антропометрические исследования$Исследование пульса$Постановка функционального диагноза
Q25.1,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация педиатра$Щелочная фосфатаза крови$Холестерин общий$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Натрий крови$Мочевина крови$МНО$Креатинкиназа крови$Креатинин крови$Коагулограмма$Билирубин общий$АЧТВ$АСТ крови$АЛТ крови$Измерение АД$$Термометрия$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$УЗИ почек$УЗИ печени$УЗИ артерий конечностей$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Портография$Резекция аневризмы сосудов конечностей$Оксигенотерапия$ЛФК при поражениях ЦНС$Классический общий массаж$Внутривенная инъекция$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Приготовление и смена постельного белья тяжелобольному пациенту$Описание и интерпретация рентгенографических изображений$Измерение частоты дыхания$Термометрия общая$Измерение роста$Измерение частоты сердцебиения$Измерение артериального давления на периферических артериях$Аускультация при патологии сердца и перикарда$Перкуссия при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Исследование пульса$Измерение массы тела$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q25.2,
Q25.3,Консультация клинического фармаколога$Исследование сердечного выброса$Антропометрия с расчетом ИМТ$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Тест на беременность$Стресс эхокардиография$КТ аорты$Измерение АД$Антропометрические исследования
Q25.4,
Q25.5,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация анестезиолога-реаниматолога$Щелочная фосфатаза крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ крови$Натрий крови$Мочевина крови$ЛДГ крови$Креатинин крови$Калий крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$АСТ крови$АЛТ крови$СМАД$$Измерение АД$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Фонокардиография плода$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Переливание плазмы$Коррекция атрезии легочной артерии$Катетеризация мочевого пузыря у мужчин$Искусственная вентиляция легких$Перевязка сосуда$Перевязка открытого артериального протока$Устранение перерыва дуги аорты$Резекция сосуда с реанастомозом$Очистительная клизма$ЛФК при поражениях ЦНС$Внутривенная инъекция$Транспортировка тяжелобольного пациента внутри учреждения$Уход за промежностью и наружными половыми органами тяжелобольного пациента$Уход за назогастральным зондом, носовыми канюлями и катетером$Уход за полостью рта тяжелобольного пациента в условиях реанимации и интенсивной терапии$Уход за сосудистым катетером$Уход за кожей тяжелобольного пациента$Перкуссия при патологии сердца и перикарда$Аускультация при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Измерение частоты дыхания$Измерение частоты сердцебиения$Исследование пульса$Измерение артериального давления на периферических артериях$Суточное мониторирование артериального давления$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Катетеризация подключичной и других центральных вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q25.6,Консультация эндоскописта$Консультация невролога$Консультация кардиохирурга$Консультация анестезиолога-реаниматолога$Кардиолог$Щелочная фосфатаза крови$Реакция Вассермана (RW)$Общий анализ крови$ЛДГ крови$Коагулограмма$Исследования мочи$Группа крови и резус-фактор$АСТ крови$АЛТ крови$Молекулярно-биологическое исследование крови на вирус иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV-1)$Определение антигена (HbeAg) вируса гепатита B (Hepatitis B virus) в крови$СМАД$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Фонокардиография плода$Суточный мониторинг по Холтеру$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Вентрикулография$Протезирование трикуспидального клапана$Пластика надклапанного стеноза легочной артерии$Реконструкция желудочков сердца$Создание анастомоза между аортой и легочной артерией$Создание анастомоза между подключичной артерией и легочной артерией$ЛФК при поражениях ЦНС$Классический общий массаж$Суточное мониторирование артериального давления
Q25.7,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация анестезиолога-реаниматолога$Щелочная фосфатаза крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ крови$Натрий крови$Мочевина крови$ЛДГ крови$Креатинин крови$Калий крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$АСТ крови$АЛТ крови$СМАД$$Измерение АД$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Фонокардиография плода$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Переливание плазмы$Коррекция атрезии легочной артерии$Катетеризация мочевого пузыря у мужчин$Искусственная вентиляция легких$Перевязка сосуда$Перевязка открытого артериального протока$Устранение перерыва дуги аорты$Резекция сосуда с реанастомозом$Очистительная клизма$ЛФК при поражениях ЦНС$Внутривенная инъекция$Транспортировка тяжелобольного пациента внутри учреждения$Уход за промежностью и наружными половыми органами тяжелобольного пациента$Уход за назогастральным зондом, носовыми канюлями и катетером$Уход за полостью рта тяжелобольного пациента в условиях реанимации и интенсивной терапии$Уход за сосудистым катетером$Уход за кожей тяжелобольного пациента$Перкуссия при патологии сердца и перикарда$Аускультация при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Измерение частоты дыхания$Измерение частоты сердцебиения$Исследование пульса$Измерение артериального давления на периферических артериях$Суточное мониторирование артериального давления$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Катетеризация подключичной и других центральных вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q25.8,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация анестезиолога-реаниматолога$Щелочная фосфатаза крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ крови$Натрий крови$Мочевина крови$ЛДГ крови$Креатинин крови$Калий крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$АСТ крови$АЛТ крови$СМАД$$Измерение АД$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Фонокардиография плода$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Переливание плазмы$Коррекция атрезии легочной артерии$Катетеризация мочевого пузыря у мужчин$Искусственная вентиляция легких$Перевязка сосуда$Перевязка открытого артериального протока$Устранение перерыва дуги аорты$Резекция сосуда с реанастомозом$Очистительная клизма$ЛФК при поражениях ЦНС$Внутривенная инъекция$Транспортировка тяжелобольного пациента внутри учреждения$Уход за промежностью и наружными половыми органами тяжелобольного пациента$Уход за назогастральным зондом, носовыми канюлями и катетером$Уход за полостью рта тяжелобольного пациента в условиях реанимации и интенсивной терапии$Уход за сосудистым катетером$Уход за кожей тяжелобольного пациента$Перкуссия при патологии сердца и перикарда$Аускультация при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Измерение частоты дыхания$Измерение частоты сердцебиения$Исследование пульса$Измерение артериального давления на периферических артериях$Суточное мониторирование артериального давления$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Катетеризация подключичной и других центральных вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q25.9,"Консультация кардиолога$$$$$$Транспортировка пациента в клинику$Консультация анестезиолога-реаниматолога$Щелочная фосфатаза крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ крови$Натрий крови$Мочевина крови$ЛДГ крови$Креатинин крови$Калий крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$АСТ крови$АЛТ крови$СМАД$$Измерение АД$$Эхокардиография (ЭхоКГ)$Электрокардиография (ЭКГ)$Фонокардиография плода$Рентгенография сердца с контрастированием пищевода$Рентгенография грудной клетки$Переливание плазмы$Коррекция атрезии легочной артерии$Катетеризация мочевого пузыря у мужчин$Искусственная вентиляция легких$Перевязка сосуда$Перевязка открытого артериального протока$Устранение перерыва дуги аорты$Резекция сосуда с реанастомозом$Очистительная клизма$ЛФК при поражениях ЦНС$Внутривенная инъекция$Транспортировка тяжелобольного пациента внутри учреждения$Уход за промежностью и наружными половыми органами тяжелобольного пациента$Уход за назогастральным зондом, носовыми канюлями и катетером$Уход за полостью рта тяжелобольного пациента в условиях реанимации и интенсивной терапии$Уход за сосудистым катетером$Уход за кожей тяжелобольного пациента$Перкуссия при патологии сердца и перикарда$Аускультация при патологии сердца и перикарда$Пальпация при патологии сердца и перикарда$Визуальное исследование при патологии сердца и перикарда$Сбор анамнеза и жалоб при патологии сердца и перикарда$Измерение частоты дыхания$Измерение частоты сердцебиения$Исследование пульса$Измерение артериального давления на периферических артериях$Суточное мониторирование артериального давления$Внутримышечная инъекция$Катетеризация кубитальной и других периферических вен$Катетеризация подключичной и других центральных вен$Взятие крови из периферической вены$Взятие крови из пальца"
Q26.2,Консультация хирурга$Эритропоэтин$Половые гормоны$Общий анализ крови$Гемоглобин$Электрокардиография (ЭКГ)$Томография сердца$Рентгенография легких$Контрастирование при КТ$КТ сердца$Ингаляционная терапия$Гемодиализ$Зондирование камер сердца
Q26.3,Консультация семейного врача$Кардиолог$Общий анализ крови$Кардиологические профили$Группа крови и резус-фактор$Гемоглобин$Электрокардиография (ЭКГ)$УЗИ сердца$Ангиография$Постановка функционального диагноза
Q26.5,"Консультация гастроэнтеролога$$$Консультации хирургов$$Транспортировка пациента в клинику$Консультация психотерапевта$Консультация врача ЛФК$Консультация анестезиолога-реаниматолога$Щелочная фосфатаза крови$Фибриноген крови$СОЭ$Общий белок крови$Общий анализ мочи$Общий анализ крови$Мочевина крови$ЛДГ крови$Креатинин крови$Коагулограмма$ГГТП крови$Билирубин общий$АСТ крови$АЛТ крови$C реактивный белок крови$Измерение АД$$Термометрия$$Электрокардиография (ЭКГ)$Флебография почечной вены$УЗИ селезенки$УЗИ почек$УЗИ поджелудочной железы$УЗИ печени$УЗИ органов брюшной полости$УЗИ надпочечников$УЗИ забрюшинного пространства$УЗИ желчного пузыря$УЗИ брюшной аорты и ее ветвей$Рентгенография грудной клетки$Гастроскопия (ЭГДС)$Ангиография$Переливание плазмы$Перевязка послеоперационная$Катетеризация мочевого пузыря у мужчин$Искусственная вентиляция легких$Дилатация/стентирование верхней брыжеечной артерии$Электрофорез лекарственный$Очистительная клизма$Лекарственная ингаляция$Внутривенная инъекция$Уход за промежностью и наружными половыми органами тяжелобольного пациента$Пособие при дефекации тяжелобольного пациента$Транспортировка тяжелобольного пациента внутри учреждения$Уход за кожей тяжелобольного пациента$Постановка газоотводной трубки$Приготовление и смена постельного белья тяжелобольному пациенту$Уход за полостью рта тяжелобольного пациента в условиях реанимации и интенсивной терапии$Уход за назогастральным зондом, носовыми канюлями и катетером$Уход за цистостомой и уростомой$Оценка степени риска развития пролежней$Уход за дренажом$Уход за волосами, ногтями, бритье тяжелобольного пациента$Уход за сосудистым катетером$Обучение близких уходу за тяжелобольным пациентом$Оценка интенсивности боли$Пособие при мочеиспускании тяжелобольного пациента$Назначение диетического питания в предоперационном периоде$Кормление тяжелобольного пациента через рот и/или назогастральный зонд$Измерение массы тела$Измерение роста$Термометрия общая$Измерение частоты дыхания$Измерение частоты сердцебиения$Исследование пульса$Измерение артериального давления на периферических артериях$Пальпация при заболеваниях печени и желчевыводящих путей$Перкуссия при заболеваниях печени и желчевыводящих путей$Подкожная инъекция$Внутримышечная инъекция$Катетеризация подключичной и других центральных вен$Применение пузыря со льдом$Введение лекарственных препаратов с помощью клизмы$Взятие крови из центральной вены$Катетеризация органных артерий$Взятие крови из периферической вены$Применение грелки$Взятие крови из пальца$Катетеризация кубитальной и других периферических вен"
Q27.3,Консультация стоматолога$$Консультация диетолога$Консультация дерматолога$Кардиолог$Фибриноген крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ мочи$Общий анализ крови$Мочевина крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$Антитела к антигенам вируса гепатита C$АСТ крови$АЛТ крови$Термометрия$$Измерение АД$$Электрокардиография (ЭКГ)$УЗИ мягких тканей$УЗИ лимфатических узлов$Рентгенография зуба$Лазерная допплерография$Велоэргометрия (ВЭМ)$Суточное наблюдение реанимационного пациента$Переливание плазмы$Операции на челюстях$Катетеризация мочевого пузыря у мужчин$Устранение рубцовой деформации с замещением дефекта местными тканями$Устранение рубцовой деформации челюстно-лицевой области и шеи ротационным лоскутом на сосудистой ножке$Устранение рубцовой деформации с замещением дефекта реваскуляризируемым лоскутом$Внутривенная инъекция$Уход за сосудистым катетером$Описание и интерпретация рентгенографических изображений$Измерение частоты сердцебиения$Измерение массы тела$Измерение роста$Измерение частоты дыхания$Перкуссия зубов$Исследование пульса$Термометрия общая$Измерение артериального давления на периферических артериях$Внутримышечная инъекция$Применение пузыря со льдом$Взятие крови из пальца$Взятие крови из периферической вены$Применение грелки
Q27.4,Консультация стоматолога$$Консультация диетолога$Консультация дерматолога$Кардиолог$Фибриноген крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ мочи$Общий анализ крови$Мочевина крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$Антитела к антигенам вируса гепатита C$АСТ крови$АЛТ крови$Термометрия$$Измерение АД$$Электрокардиография (ЭКГ)$УЗИ мягких тканей$УЗИ лимфатических узлов$Рентгенография зуба$Лазерная допплерография$Велоэргометрия (ВЭМ)$Суточное наблюдение реанимационного пациента$Переливание плазмы$Операции на челюстях$Катетеризация мочевого пузыря у мужчин$Устранение рубцовой деформации с замещением дефекта местными тканями$Устранение рубцовой деформации челюстно-лицевой области и шеи ротационным лоскутом на сосудистой ножке$Устранение рубцовой деформации с замещением дефекта реваскуляризируемым лоскутом$Внутривенная инъекция$Уход за сосудистым катетером$Описание и интерпретация рентгенографических изображений$Измерение частоты сердцебиения$Измерение массы тела$Измерение роста$Измерение частоты дыхания$Перкуссия зубов$Исследование пульса$Термометрия общая$Измерение артериального давления на периферических артериях$Внутримышечная инъекция$Применение пузыря со льдом$Взятие крови из пальца$Взятие крови из периферической вены$Применение грелки
Q27.8,Консультация стоматолога$$Консультация диетолога$Консультация дерматолога$Кардиолог$Фибриноген крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ мочи$Общий анализ крови$Мочевина крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$Антитела к антигенам вируса гепатита C$АСТ крови$АЛТ крови$Термометрия$$Измерение АД$$Электрокардиография (ЭКГ)$УЗИ мягких тканей$УЗИ лимфатических узлов$Рентгенография зуба$Лазерная допплерография$Велоэргометрия (ВЭМ)$Суточное наблюдение реанимационного пациента$Переливание плазмы$Операции на челюстях$Катетеризация мочевого пузыря у мужчин$Устранение рубцовой деформации с замещением дефекта местными тканями$Устранение рубцовой деформации челюстно-лицевой области и шеи ротационным лоскутом на сосудистой ножке$Устранение рубцовой деформации с замещением дефекта реваскуляризируемым лоскутом$Внутривенная инъекция$Уход за сосудистым катетером$Описание и интерпретация рентгенографических изображений$Измерение частоты сердцебиения$Измерение массы тела$Измерение роста$Измерение частоты дыхания$Перкуссия зубов$Исследование пульса$Термометрия общая$Измерение артериального давления на периферических артериях$Внутримышечная инъекция$Применение пузыря со льдом$Взятие крови из пальца$Взятие крови из периферической вены$Применение грелки
Q27.9,Консультация стоматолога$$Консультация диетолога$Консультация дерматолога$Кардиолог$Фибриноген крови$СОЭ$Ретикулоциты$Общий белок крови$Общий анализ мочи$Общий анализ крови$Мочевина крови$Группа крови и резус-фактор$Глюкоза в крови$Билирубин общий$Билирубин непрямой$Антитела к антигенам вируса гепатита C$АСТ крови$АЛТ крови$Термометрия$$Измерение АД$$Электрокардиография (ЭКГ)$УЗИ мягких тканей$УЗИ лимфатических узлов$Рентгенография зуба$Лазерная допплерография$Велоэргометрия (ВЭМ)$Суточное наблюдение реанимационного пациента$Переливание плазмы$Операции на челюстях$Катетеризация мочевого пузыря у мужчин$Устранение рубцовой деформации с замещением дефекта местными тканями$Устранение рубцовой деформации челюстно-лицевой области и шеи ротационным лоскутом на сосудистой ножке$Устранение рубцовой деформации с замещением дефекта реваскуляризируемым лоскутом$Внутривенная инъекция$Уход за сосудистым катетером$Описание и интерпретация рентгенографических изображений$Измерение частоты сердцебиения$Измерение массы тела$Измерение роста$Измерение частоты дыхания$Перкуссия зубов$Исследование пульса$Термометрия общая$Измерение артериального давления на периферических артериях$Внутримышечная инъекция$Применение пузыря со льдом$Взятие крови из пальца$Взятие крови из периферической вены$Применение грелки
