mkb_code;recommendation;del_freq;use_freq;type
M32;Биопсия лимфатического узла;0,1;1;im
M32;Биопсия тканей губы;0,055;1;im
M32;Биопсия желудка с помощью эндоскопии;0,3;1;im
M32;Биопсия двенадцатиперстной кишки с помощью эндоскопии;0,1;1;im
M32;Соскоб конъюнктивы;0,05;1;im
M32;Биопсия почки;0,2;1;im
M32;Исследование неспровоцированных дыхательных объемов и потоков;0,5;1;im
M32;Комплексное ультразвуковое исследование внутренних органов;0,5;1;im
M33;Анализ мочи общий;1;1;li
M33;Эзофагогастродуоденоскопия;1;1;im
M33;Эхокардиография;1;1;im
M33;Анализ мочи общий;1;4;li
M33;Эхокардиография;0,9;1;im
M34|M35;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;0,3;1;pr
M34|M35;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;0,01;1;pr
M34|M35;Прием (осмотр, консультация) врача- генетика первичный;0,1;1;pr
M34|M35;Прием (осмотр, консультация) врача- дерматовенеролога первичный;0,4;1;pr
M34|M35;Прием (осмотр, консультация) врача- детского онколога первичный;0,1;1;pr
M34|M35;Прием (осмотр, консультация) врача- кардиолога первичный;0,5;1;pr
M34|M35;Прием (осмотр, консультация) врача- детского кардиолога первичный;0,05;1;pr
M34|M35;Прием (осмотр, консультация) врача- невролога первичный;1;1;pr
M34|M35;Прием (осмотр, консультация) врача- нефролога первичный;0,1;1;pr
M34|M35;Прием (осмотр, консультация) врача- онколога первичный;0,05;1;pr
M34|M35;Прием (осмотр, консультация) врача- оториноларинголога первичный;0,3;1;pr
M34|M35;Прием (осмотр, консультация) врача- офтальмолога первичный;0,5;1;pr
M34|M35;Прием (осмотр, консультация) врача- педиатра первичный;0,1;1;pr
M34|M35;Прием (осмотр, консультация) врача- психотерапевта первичный;0,2;1;pr
M34|M35;Прием (осмотр, консультация) врача- психиатра первичный;0,05;1;pr
M34|M35;Прием (осмотр, консультация) врача- ревматолога первичный;1;1;pr
M34|M35;Прием (осмотр, консультация) врача- уролога первичный;0,3;1;pr
M34|M35;Прием (осмотр, консультация) врача- фтизиатра первичный;0,4;1;pr
M34|M35;Прием (осмотр, консультация) врача- эндокринолога первичный;0,1;1;pr
M34|M35;Прием (осмотр, консультация) врача- детского эндокринолога первичный;0,05;1;pr
M34|M35;Прием (тестирование, консультация) медицинского психолога первичный;0,1;1;pr
M34|M35;Морфологическое исследование препарата тканей пищевода;0,1;1;li
M34|M35;Морфологическое исследование препарата тканей желудка;0,3;1;li
M34|M35;Морфологическое исследование препарата тканей двенадцатитиперстной кишки;0,3;1;li
M34|M35;Исследование материала желудка на наличие геликобактер пилори (Helicobacter pylori);0,3;1;li
M34|M35;Определение концентрации C-реактивного белка в сыворотке крови;1;1;li
M34|M35;Исследование уровня альбумина в крови;1;1;li
M34|M35;Исследование уровня общего глобулина в крови;1;1;li
M34|M35;Определение альбумин/глобулинового соотношения в крови;1;1;li
M34|M35;Исследование уровня глобулиновых фракций в крови;1;1;li
M34|M35;Исследование уровня лактатдегидрогеназы в крови;0,6;1;li
M34|M35;Исследование уровня креатинкиназы в крови;0,6;1;li
M34|M35;Исследование уровня гамма- глютамилтранспетидазы в крови;0,5;1;li
M34|M35;Исследование уровня щелочной фосфатазы в крови;0,6;1;li
M34|M35;Исследование уровня сывороточных иммуноглобулинов в крови;1;1;li
M34|M35;Исследование уровня комплемента и его фракций в крови;1;1;li
M34|M35;Исследование уровня ферритина в крови;0,03;1;li
M34|M35;Исследование уровня сывороточного амилоида A в крови;0,05;1;li
M34|M35;Исследование уровня прокальцитонина в крови;0,5;1;li
M34|M35;Определение белка в суточной моче;1;1;li
M34|M35;Определение основных групп крови (A, B, 0);1;1;li
M34|M35;Определение резус- принадлежности;1;1;li
M34|M35;Определение холодовых антител в крови;0,3;1;li
M34|M35;Исследование антител к антигенам ядра клетки и ДНК;1;1;li
M34|M35;Исследование антитромбоцитарных антител в крови;0,15;1;li
M34|M35;Определение антистрептолизина-О в сыворотке крови;0,1;1;li
M34|M35;Исследование антител к тироглобулину в сыворотке крови;0,6;1;li
M34|M35;Исследование ревматоидных факторов в крови;1;1;li
M34|M35;Исследование антител к кардиолипину в крови;1;1;li
M34|M35;Исследование антител к фосфолипидам в крови;1;1;li
M34|M35;Исследование антител к гормонам щитовидной железы в крови;0,5;1;li
M34|M35;Исследование антител к антигенам митохондрий в крови;0,2;1;li
M34|M35;Исследование антител к антигенам микросом в крови;0,55;1;li
M34|M35;Исследование антител к цитоплазме нейтрофилов в крови;0,6;1;li
M34|M35;Исследование антицентромерных антител в крови;1;1;li
M34|M35;Исследование антител к РНК в крови;0,4;1;li
M34|M35;Очаговая проба с туберкулином;1;1;li
M34|M35;Молекулярно-биологическое исследование крови на вирус Эпштейна-Барра (Epstein - Barr virus);0,1;1;li
M34|M35;Молекулярно-биологическое исследование крови на хламидии (Chlamydia spp.);0,1;1;li
M34|M35;Молекулярно-биологическое исследование крови на токсоплазмы (Toxoplasma gondii);0,1;1;li
M34|M35;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,1;1;li
M34|M35;Молекулярно-биологическое исследование крови на вирусный гепатит C (Hepatitis C virus);0,1;1;li
M34|M35;Молекулярно-биологическое исследование крови на вирусный гепатит B (Hepatitis B virus);0,1;1;li
M34|M35;Определение антител классов A, M, G (IgA, IgM, IgG) к хламидии трахоматис (Chlamydia trachomatis) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к цитомегаловирусу (Cytomegalovirus) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к вирусу Эпштейна-Барра (Epstein - Barr virus) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBsAg Hepatitis B virus) в крови;1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к вирусу простого герпеса (Herpes simplex virus 1, 2) в крови;0,2;1;li
M34|M35;Определение низкоавидных антител класса G (IgG) к вирусу простого герпеса (Herpes simplex virus 1, 2) в крови;0,2;1;li
M34|M35;Определение антител к вирусу герпеса человека (Herpes-virus 6, 7, 8) в крови;0,2;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-2 (Human immunodeficiency virus HIV 2) в крови;1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к микоплазме пневмонии (Mycoplasma pneumoniae) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к иерсинии энтероколитика (Yersinia enterocolitica) в крови;0,1;1;li
M34|M35;Определение антител классов M, G (IgM, IgG) к иерсинии псевдотуберкулеза (Yersinia pseudotuberculosis) в крови;0,1;1;li
M34|M35;Микробиологическое исследование отделяемого женских половых органов на хламидии (Chlamydia trachomatis);0,05;1;li
M34|M35;Микробиологическое исследование отделяемого из уретры на хламидии (Chlamydia trachomatis);0,05;1;li
M34|M35;Молекулярно-биологическое исследование отделяемого из уретры на хламидии (Chlamidia trachomatis);0,05;1;li
M34|M35;Молекулярно-биологическое исследование отделяемого коньюнктивы на хламидии (Chlamidia trachomatis);0,05;1;li
M34|M35;Исследование коагуляционного гемостаза;1;1;li
M34|M35;Исследование плазминовой (фибринолитической) системы;1;1;li
M34|M35;Общий (клинический) анализ крови;1;1;li
M34|M35;Анализ крови биохимический общетерапевтический;1;1;li
M34|M35;Анализ мочи общий;1;1;li
M34|M35;Капилляроскопия;1;1;im
M34|M35;Эзофагогастродуоденоскопия;1;1;im
M34|M35;Эхокардиография;1;1;im
M34|M35;Эхокардиография трехмерная;0,5;1;im
M34|M35;Электромиография игольчатами электродами (одна мышца);0,2;1;im
M34|M35;Электромиография игольчатая;0,2;1;im
M34|M35;Магнитно-резонансная томография мышечной системы;0,1;1;im
M34|M35;Магнитно-резонансная томография позвоночника (один отдел);0,05;1;im
M34|M35;Магнитно-резонансная томография суставов (один сустав);0,05;2;im
M34|M35;Регистрация электрокардиограммы;1;1;im
M34|M35;Холтеровское мониторирование артериального давления;0,5;1;im
M34|M35;Холтеровское мониторирование сердечного ритма (ХМ-ЭКГ);1;1;im
M34|M35;Магнитно-резонансная томография органов брюшной полости;0,055;1;im
M34|M35;Магнитно-резонансная томография головного мозга;0,25;1;im
M34|M35;Магнитно-резонансная томография головного мозга с контрастированием;0,15;1;im
M34|M35;Магнитно-резонансная томография спинного мозга (один отдел);0,1;1;im
M34|M35;Магнитно-резонансная томография органов малого таза;0,055;1;im
M34|M35;Магнитно-резонансная томография брюшной полости с внутривенным контрастированием;0,05;1;im
M34|M35;Магнитно-резонансная томография забрюшиного пространства;0,055;1;im
M34|M35;Рентгенография кисти руки;1;1;im
M34|M35;Рентгенография стопы;0,6;1;im
M34|M35;Рентгеноденситометрия поясничного отдела позвоночника;1;1;im
M34|M35;Рентгеноденситометрия проксимального отдела бедренной кости;0,5;1;im
M34|M35;Рентгеноденситометрия лучевой кости;0,5;1;im
M34|M35;Рентгенография коленного сустава;0,1;1;im
M34|M35;Рентгенография плечевого сустава;0,1;1;im
M34|M35;Рентгенография бедренного сустава;0,1;1;im
M34|M35;Спиральная компьютерная томография грудной полости;0,7;1;im
M34|M35;Рентгенография легких цифровая;0,5;1;im
M34|M35;Рентгеноскопия пищевода с контрастным веществом;1;1;im
M34|M35;Рентгеноконтроль прохождения контраста по желудку, тонкой и ободочной кишке;0,1;1;im
M34|M35;Компьютерная томография органов брюшной полости и забрюшинного пространства;0,3;1;im
M34|M35;Компьютерная томография органов брюшной полости и забрюшинного пространства с внутривенным болюсным контрастированием;0,3;1;im
M34|M35;Биопсия кожи;0,2;1;im
M34|M35;Биопсия тканей губы;0,3;1;im
M34|M35;Биопсия пищевода с помощью эндоскопии;0,4;1;im
M34|M35;Биопсия желудка с помощью эндоскопии;0,3;1;im
M34|M35;Биопсия двенадцатиперстной кишки с помощью эндоскопии;0,3;1;im
M34|M35;Соскоб конъюнктивы;0,05;1;im
M34|M35;Биопсия почки;0,2;1;im
M34|M35;Функциональное тестирование легких;0,2;1;im
M34|M35;Комплексное ультразвуковое исследование внутренних органов;1;1;im
M34|M35;Исследование уровня железа сыворотки крови;1;1;li
M34|M35;Исследование уровня трансферрина сыворотки крови;0,5;1;li
M34|M35;Определение концентрации C-реактивного белка в сыворотке крови;1;2;li
M34|M35;Исследование уровня альбумина в крови;1;3;li
M34|M35;Исследование уровня общих липидов в крови;1;1;li
M34|M35;Исследование уровня триглицеридов в крови;1;1;li
M34|M35;Исследование уровня холестерина в крови;1;1;li
M34|M35;Исследование уровня липопротеинов в крови;1;1;li
M34|M35;Исследование уровня лактатдегидрогеназы в крови;0,5;2;li
M34|M35;Исследование уровня креатинкиназы в крови;0,5;2;li
M34|M35;Исследование уровня гамма- глютамилтранспетидазы в крови;0,5;2;li
M34|M35;Исследование уровня щелочной фосфатазы в крови;0,5;2;li
M34|M35;Исследование уровня прокальцитонина в крови;0,5;2;li
M34|M35;Определение антител классов M, G (IgM, IgG) к микоплазме пневмонии (Mycoplasma pneumoniae) в крови;0,01;1;li
M34|M35;Бактериологическое исследование слизи с миндалин и задней стенки глотки на аэробные и факультативно-анаэробные микроорганизмы;0,01;1;li
M34|M35;Микроскопическое исследование смывов из зева на пневмоцисты (Pneumocestis carinii);0,01;2;li
M34|M35;Микробиологическое исследование бронхоальвеолярной лаважной жидкости на микоплазму (Mycoplasma pneumoniae);0,01;1;li
M34|M35;Микробиологическое исследование лаважной жидкости на цисты пневмоцист (Pneumocystis carinii);0,01;1;li
M34|M35;Комплекс исследований для диагностики синдрома диссеминированного внутрисосудистого свертывания крови;0,1;1;li
M34|M35;Исследование сосудисто- тромбоцитарного первичного гемостаза;0,8;1;li
M34|M35;Исследование коагуляционного гемостаза;0,05;1;li
M34|M35;Исследование коагуляционного гемостаза;0,9;4;li
M34|M35;Исследование плазминовой (фибринолитической) системы;0,05;1;li
M34|M35;Коагулограмма (ориентировочное исследование системы гемостаза);0,7;1;li
M34|M35;Общий (клинический) анализ крови развернутый;1;4;li
M34|M35;Анализ крови биохимический общетерапевтический;1;4;li
M34|M35;Анализ мочи общий;1;4;li
M34|M35;Эхокардиография;0,9;1;im
M34|M35;Эхокардиография трехмерная;0,1;1;im
M34|M35;Мониторирование электрокардиографических данных;0,2;1;im
M34|M35;Холтеровское мониторирование артериального давления;0,3;1;im
M34|M35;Спиральная компьютерная томография грудной полости;0,05;1;im
M34|M35;Рентгенография легких цифровая;1;1;im
M34|M35;Функциональное тестирование легких;0,5;1;im
M34|M35;Комплекс исследований для диагностики желудочно- кишечного кровотечения;0,05;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-гастроэнтеролога первичный;0,3;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-гематолога первичный;0,1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-генетика первичный;0,02;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-кардиолога первичный;0,1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-детского кардиолога первичный;0,1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-невролога первичный;1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-педиатра первичный;0,5;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-терапевта первичный;0,5;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача - травматолога- ортопеда первичный;1;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-трансфузиолога первичный;0,8;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Прием (осмотр, консультация) врача-уролога первичный;0,2;1;pr
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Исследование уровня железа сыворотки крови;0,9;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Исследование уровня ферритина в крови;0,9;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Исследование уровня антигена фактора Виллебранда;0,4;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение основных групп крови (A, B, 0);1;2;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение резус- принадлежности;1;2;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение подгруппы и других групп крови меньшего значения A-1, A-2, D, Cc, E, Kell, Duffy;0,5;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Исследование железосвязывающей способности сыворотки;0,9;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Проведение реакции Вассермана (RW);1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ- 1(Human immunodeficiency virus HIV 1) в крови;0,5;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ- 2 (Human immunodeficiency virus HIV 2) в крови;0,5;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Микробиологическое исследование мочи на аэробные и факультативно- анаэробные условно- патогенные микроорганизмы;0,02;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение чувствительности микроорганизмов к антибиотикам и другим лекарственным препаратам;0,02;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Коагулограмма (ориентировочное исследование системы гемостаза);1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Общий (клинический) анализ крови развернутый;1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Анализ крови биохимический общетерапевтический;1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Анализ мочи общий;1;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Топография позвоночника компьютерная оптическая;1;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Эзофагогастродуоденоскопия;0,3;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Эхокардиография;0,9;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Ультразвуковое исследование органов брюшной полости (комплексное);0,9;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Ультразвуковое исследование матки и придатков трансабдоминальное;0,5;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Ультразвуковое исследование почек;0,9;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Регистрация электрокардиограммы;1;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Магнитно-резонансная томография головного мозга;0,03;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Магнитно-резонансная томография головного мозга с контрастированием;0,01;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Магнитно-резонансная томография спинного мозга (один отдел);1;1,2;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Магнитно-резонансная томография спинного мозга с контрастированием (один отдел);0,01;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография шейного отдела позвоночника;0,02;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография позвоночника, специальные исследования и проекции;0,9;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография всего таза;1;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Компьютерная томография позвоночника спиральная;0,3;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгеноденситометрия;0,5;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография легких;0,9;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография легких;1;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Функциональное тестирование легких;1;1;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Бактериологическое исследование раневого отделяемого на аэробные и факультативно-анаэробные микроорганизмы;0,05;2;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Определение чувствительности микроорганизмов к антибиотикам и другим лекарственным препаратам;0,05;1;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Коагулограмма (ориентировочное исследование системы гемостаза);1;3;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Общий (клинический) анализ крови развернутый;1;6;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Анализ крови биохимический общетерапевтический;1;3;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Анализ мочи общий;1;5;li
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Рентгенография позвоночника, специальные исследования и проекции;1;2;im
Q76.3|Q77.9|M41.1|M41.2|M41.3|M41.4|M41.5;Компьютерная томография позвоночника спиральная;0,5;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;1;1;pr
M43.1|M48.0|M50|M51|Q76.4|T91.1;Прием (осмотр, консультация) врача- невролога первичный;1;1;pr
M43.1|M48.0|M50|M51|Q76.4|T91.1;Прием (осмотр, консультация) врача- нейрохирурга первичный;1;1;pr
M43.1|M48.0|M50|M51|Q76.4|T91.1;Прием (осмотр, консультация) врача- терапевта первичный;1;1;pr
M43.1|M48.0|M50|M51|Q76.4|T91.1;Прием (осмотр, консультация) врача- уролога первичный;0,7;1;pr
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование уровня гликированного гемоглобина в крови;0,2;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Молекулярно-биологическое исследование крови на онкомаркеры;0,4;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение Д-димера;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Цитологическое исследование клеток спинномозговой жидкости;0,02;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование уровня глюкозы в спинномозговой жидкости;0,001;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Микроскопическое исследование спинномозговой жидкости, подсчет клеток в счетной камере (определение цитоза);0,02;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение основных групп крови (A, B, 0);1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение резус- принадлежности;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Проведение реакции Вассермана (RW);1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-2 (Human immunodeficiency virus HIV 2) в крови;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование коагуляционного гемостаза;0,1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Коагулограмма (ориентировочное исследование системы гемостаза);0,1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Общий (клинический) анализ крови развернутый;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Анализ крови биохимический общетерапевтический;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Анализ мочи общий;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная томография позвоночника (один отдел);0,9;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная томография позвоночника с контрастированием (один отдел);0,8;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Регистрация электрокардиограммы;1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная томография спинного мозга (один отдел);0,9;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная томография спинного мозга с контрастированием (один отдел);0,8;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная перфузия спинного мозга (один отдел);0,1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная диффузия спинного мозга (один отдел);0,1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Магнитно-резонансная ликворография спинного мозга (один отдел);0,9;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография первого и второго шейного позвонка;0,25;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография сочленения затылочной кости и первого шейного позвонка;0,25;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография зубовидного отростка (второго шейного позвонка);0,1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография шейного отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография шейно- дорсального отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Компьютерная томография шеи;0,8;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография дорсального отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография дорсолюмбального отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография поясничного отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография пояснично- крестцового отдела позвоночника;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография крестца и копчика;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография позвоночника, специальные исследования и проекции;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография позвоночника в динамике;0,1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Рентгенография позвоночника, вертикальная;0,1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Компьютерная томография позвоночника (один отдел);1;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Компьютерная томография позвоночника для трехмерной реконструкции;0,5;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Компьютерная томография позвоночника спиральная;0,8;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Миелография;0,3;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Биомеханическое исследование позвоночника;0,9;1;im
M43.1|M48.0|M50|M51|Q76.4|T91.1;Гистологическое исследование препарата костной ткани;0,05;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Морфологическое исследование препарата межпозвонкового диска;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Цитологическое исследование препарата тканей центральной нервной системы и головного мозга;0,1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Гистологическое исследование препарата тканей центральной нервной системы и головного мозга;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Срочное интраоперационное гистологическое исследование;1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Срочное интраоперационное цитологическое исследование;0,1;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование уровня глюкозы в крови;0,25;3;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Цитологическое исследование клеток спинномозговой жидкости;0,5;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Определение крови в спинномозговой жидкости;0,5;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование уровня глюкозы в спинномозговой жидкости;0,5;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Исследование уровня белка в спинномозговой жидкости;0,5;1;li
M43.1|M48.0|M50|M51|Q76.4|T91.1;Тесты на аномальный белок в спинномозговой жидкости;0,5;1;li
